Rodada;Data;Horário;Time da casa;Time da casa.1;Time visitante;Time visitante.1;Sistema de jogo;Treinadores;Público;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
5;sáb 09/06/07;19:00;;São Paulo (6.);;Atlético-MG (12.);;Muricy Ramalho;22.996;0:1;;;Juvenal Juvêncio (2006-2014)
6;sáb 16/06/07;19:00;;São Paulo (9.);;Vasco da Gama (1.);;Muricy Ramalho;9.065;2:0;;;Juvenal Juvêncio (2006-2014)
7;sáb 23/06/07;19:00;;Santos (14.);;São Paulo (6.);;Muricy Ramalho;8.703;0:2;;;Juvenal Juvêncio (2006-2014)
8;sex 29/06/07;19:00;;Figueirense (11.);;São Paulo (4.);;Muricy Ramalho;11.605;0:0;;;Juvenal Juvêncio (2006-2014)
9;ter 03/07/07;19:00;;São Paulo (5.);;Internacional (16.);;Muricy Ramalho;11.423;1:0;;;Juvenal Juvêncio (2006-2014)
10;sex 06/07/07;19:00;;São Paulo (2.);;Flamengo (14.);;Muricy Ramalho;16.797;0:0;;;Juvenal Juvêncio (2006-2014)
11;sex 13/07/07;19:00;;Corinthians (7.);;São Paulo (3.);;Muricy Ramalho;19.831;1:1;;;Juvenal Juvêncio (2006-2014)
12;qua 18/07/07;19:00;;São Paulo (3.);;Fluminense (15.);;Muricy Ramalho;5.072;0:1;;;Juvenal Juvêncio (2006-2014)
13;sáb 21/07/07;19:00;;Cruzeiro (3.);;São Paulo (4.);;Muricy Ramalho;32.999;1:2;;;Juvenal Juvêncio (2006-2014)
14;qui 26/07/07;19:00;;São Paulo (2.);;Sport (10.);;Muricy Ramalho;7.236;3:1;;;Juvenal Juvêncio (2006-2014)
15;sáb 28/07/07;19:00;;América-RN (19.);;São Paulo (2.);?;Muricy Ramalho;23.013;0:1;;;Juvenal Juvêncio (2006-2014)
16;qua 01/08/07;19:00;;São Paulo (2.);;Juventude (18.);;Muricy Ramalho;7.177;3:1;;;Juvenal Juvêncio (2006-2014)
17;sáb 04/08/07;19:00;;Grêmio (5.);;São Paulo (2.);;Muricy Ramalho;21.051;0:2;;;Juvenal Juvêncio (2006-2014)
18;qua 08/08/07;19:00;;Botafogo (2.);;São Paulo (1.);;Muricy Ramalho;40.067;0:2;;;Juvenal Juvêncio (2006-2014)
19;sex 10/08/07;19:00;;São Paulo (1.);;Atlético-PR (17.);;Muricy Ramalho;36.520;2:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
2ª eliminatória - jogos de ida;qua 15/08/07;21:45;;Figueirense;;São Paulo;?;Muricy Ramalho;7.354;2:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
20;sáb 18/08/07;19:00;;Goiás (6.);;São Paulo (1.);?;Muricy Ramalho;30.110;0:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
2ª eliminatória - jogos de volta;qui 23/08/07;20:15;;São Paulo;;Figueirense;?;Muricy Ramalho;4.851;1:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
21;dom 26/08/07;11:00;;São Paulo (1.);;Náutico (18.);;Muricy Ramalho;40.029;5:0;;;Juvenal Juvêncio (2006-2014)
22;qua 29/08/07;15:30;;Palmeiras (4.);;São Paulo (1.);;Muricy Ramalho;16.124;0:1;;;Juvenal Juvêncio (2006-2014)
23;sáb 01/09/07;13:10;;São Paulo (1.);;Paraná (14.);?;Muricy Ramalho;36.496;6:0;;;Juvenal Juvêncio (2006-2014)
24;qua 05/09/07;16:45;;Atlético-MG (12.);;São Paulo (1.);;Muricy Ramalho;16.118;0:0;;;Juvenal Juvêncio (2006-2014)
25;sáb 08/09/07;11:00;;Vasco da Gama (4.);;São Paulo (1.);;Muricy Ramalho;20.110;0:2;;;Juvenal Juvêncio (2006-2014)
26;sáb 15/09/07;13:10;;São Paulo (1.);;Santos (3.);;Muricy Ramalho;33.865;2:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de ida;qua 19/09/07;21:45;;Boca Juniors;;São Paulo;3-4-3 plano;Muricy Ramalho;44.790;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
27;sáb 22/09/07;13:10;;São Paulo (1.);;Figueirense (12.);;Muricy Ramalho;43.783;2:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de volta;qua 26/09/07;21:45;;São Paulo;;Boca Juniors;3-4-3 plano;Muricy Ramalho;75.906;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
28;dom 30/09/07;11:00;;Internacional (10.);;São Paulo (1.);?;Muricy Ramalho;33.378;1:2;;;Juvenal Juvêncio (2006-2014)
29;qui 04/10/07;15:30;;Flamengo (9.);;São Paulo (1.);?;Muricy Ramalho;59.098;1:0;;;Juvenal Juvêncio (2006-2014)
30;dom 07/10/07;11:00;;São Paulo (1.);;Corinthians (18.);?;Muricy Ramalho;38.194;0:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
Quartas de final - Jogos de ida;qua 10/10/07;21:50;;São Paulo;;Millonarios;?;Muricy Ramalho;36.522;0:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
31;sáb 13/10/07;11:00;;Fluminense (6.);;São Paulo (1.);?;Muricy Ramalho;32.406;1:1;;;Juvenal Juvêncio (2006-2014)
32;dom 21/10/07;12:00;;São Paulo (1.);;Cruzeiro (2.);?;Muricy Ramalho;60.378;1:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
quartas de final - Jogos de volta;qua 24/10/07;21:50;;Millonarios;;São Paulo;?;Muricy Ramalho;45.454;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
33;dom 28/10/07;13:00;;Sport (15.);;São Paulo (1.);4-3-3 ofensivo;Muricy Ramalho;36.348;1:2;;;Juvenal Juvêncio (2006-2014)
34;qua 31/10/07;13:00;;São Paulo (1.);;América-RN (20.);4-3-3 ofensivo;Muricy Ramalho;68.874;3:0;;;Juvenal Juvêncio (2006-2014)
35;dom 04/11/07;13:00;;Juventude (19.);;São Paulo (1.);4-4-2;Muricy Ramalho;13.144;2:0;;;Juvenal Juvêncio (2006-2014)
36;dom 11/11/07;13:00;;São Paulo (1.);;Grêmio (7.);4-3-3 ofensivo;Muricy Ramalho;24.714;1:0;;;Juvenal Juvêncio (2006-2014)
37;dom 25/11/07;13:00;;São Paulo (1.);;Botafogo (8.);4-3-3 defensivo;Muricy Ramalho;30.530;2:2;;;Juvenal Juvêncio (2006-2014)
38;dom 02/12/07;13:00;;Atlético-PR (14.);;São Paulo (1.);4-3-3 ofensivo;Muricy Ramalho;23.055;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
1;qui 17/01/08;22:30;;Guaratinguetá;;São Paulo;?;Muricy Ramalho;;1:2;;;Juvenal Juvêncio (2006-2014)
2;dom 20/01/08;18:00;;São Paulo;;Rio Preto;?;Muricy Ramalho;;1:0;;;Juvenal Juvêncio (2006-2014)
3;qua 23/01/08;23:45;;Ituano;;São Paulo;?;Muricy Ramalho;;1:1;;;Juvenal Juvêncio (2006-2014)
4;dom 27/01/08;18:00;;São Paulo;;Corinthians;?;Muricy Ramalho;;0:0;;;Juvenal Juvêncio (2006-2014)
5;qua 30/01/08;23:45;;São Paulo;;Rio Claro;?;Muricy Ramalho;6.035;3:1;;;Juvenal Juvêncio (2006-2014)
6;sáb 02/02/08;18:00;;Ponte Preta;;São Paulo;?;Muricy Ramalho;;0:0;;;Juvenal Juvêncio (2006-2014)
7;qui 07/02/08;21:30;;São Paulo;;São Caetano;?;Muricy Ramalho;;1:1;;;Juvenal Juvêncio (2006-2014)
8;dom 10/02/08;18:00;;São Paulo;;Santos;?;Muricy Ramalho;;3:2;;;Juvenal Juvêncio (2006-2014)
9;dom 17/02/08;19:10;;Marília;;São Paulo;?;Muricy Ramalho;;3:2;;;Juvenal Juvêncio (2006-2014)
10;qui 21/02/08;20:30;;São Paulo;;Paulista;?;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
11;dom 24/02/08;17:00;;São Paulo;;Noroeste;?;Muricy Ramalho;;2:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 7;qua 27/02/08;21:50;;Atl. Nacional;;São Paulo;3-5-2;Muricy Ramalho;30.918;1:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
12;dom 02/03/08;19:10;;Mirassol;;São Paulo;?;Muricy Ramalho;7.924;1:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 7;qua 05/03/08;21:50;;São Paulo;;Audax Italiano;4-4-2 losango;Muricy Ramalho;29.047;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
13;sáb 08/03/08;19:10;;Portuguesa;;São Paulo;?;Muricy Ramalho;;2:0;;;Juvenal Juvêncio (2006-2014)
14;qua 12/03/08;20:30;;São Paulo;;Barueri;?;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
15;dom 16/03/08;17:00;;Palmeiras;;São Paulo;?;Muricy Ramalho;;4:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 7;qui 20/03/08;19:20;;Luqueño;;São Paulo;4-4-2;Muricy Ramalho;11.100;1:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
16;dom 23/03/08;17:00;;Guarani;;São Paulo;?;Muricy Ramalho;;0:1;;;Juvenal Juvêncio (2006-2014)
17;qui 27/03/08;22:45;;São Paulo;;Sertãozinho;?;Muricy Ramalho;;3:1;;;Juvenal Juvêncio (2006-2014)
18;dom 30/03/08;16:00;;Bragantino;;São Paulo;?;Muricy Ramalho;;0:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 7;qua 02/04/08;21:50;;São Paulo;;Luqueño;4-4-2 losango;Muricy Ramalho;30.000;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
19;dom 06/04/08;16:00;;São Paulo;;Juventus-SP;?;Muricy Ramalho;;3:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 7;qui 10/04/08;22:30;;Audax Italiano;;São Paulo;4-4-2;Muricy Ramalho;2.454;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
Semifinais - Jogos de ida;dom 13/04/08;16:00;;São Paulo;;Palmeiras;?;Muricy Ramalho;37.287;2:1;;;Juvenal Juvêncio (2006-2014)
semifinais - Jogos de volta;dom 20/04/08;16:00;;Palmeiras;;São Paulo;?;Muricy Ramalho;27.680;2:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 7;qua 23/04/08;21:50;;São Paulo;;Atl. Nacional;3-5-2;Muricy Ramalho;45.000;1:0;;;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de ida;qua 30/04/08;22:00;;Nacional;;São Paulo;3-5-2;Muricy Ramalho;14.000;0:0;;;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de volta;qua 07/05/08;21:50;;São Paulo;;Nacional;4-4-2 losango;Muricy Ramalho;40.000;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
1;sáb 10/05/08;13:10;;São Paulo (1.);;Grêmio (2.);3-5-2;Muricy Ramalho;7.929;0:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Quartas de final - Jogos de ida;qua 14/05/08;21:50;;São Paulo;;Fluminense;4-4-2;Muricy Ramalho;62.000;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
2;dom 18/05/08;11:00;;Atlético-PR (7.);;São Paulo (14.);4-4-2;Muricy Ramalho;21.569;1:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
quartas de final - Jogos de volta;qua 21/05/08;21:50;;Fluminense;;São Paulo;4-4-2 duplo 6;Muricy Ramalho;68.191;3:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
3;dom 25/05/08;11:00;;São Paulo (15.);;Coritiba (9.);4-4-2;Muricy Ramalho;5.027;1:1;;;Juvenal Juvêncio (2006-2014)
4;dom 01/06/08;11:00;;Santos (14.);;São Paulo (17.);4-4-2;Muricy Ramalho;7.298;0:0;;;Juvenal Juvêncio (2006-2014)
5;sáb 07/06/08;13:10;;São Paulo (18.);;Atlético-MG (7.);3-5-2;Muricy Ramalho;7.609;5:1;;;Juvenal Juvêncio (2006-2014)
6;sáb 14/06/08;11:10;;Flamengo (1.);;São Paulo (11.);4-4-2;Muricy Ramalho;55.238;2:4;;;Juvenal Juvêncio (2006-2014)
7;sáb 21/06/08;13:10;;São Paulo (6.);;Sport (12.);4-4-2;Muricy Ramalho;11.560;1:0;;;Juvenal Juvêncio (2006-2014)
8;dom 29/06/08;11:00;;Cruzeiro (3.);;São Paulo (6.);4-4-2;Muricy Ramalho;37.115;1:1;;;Juvenal Juvêncio (2006-2014)
9;dom 06/07/08;13:10;;São Paulo (7.);;Ipatinga (19.);3-5-2;Muricy Ramalho;13.421;1:1;;;Juvenal Juvêncio (2006-2014)
10;qua 09/07/08;16:45;;Náutico (6.);;São Paulo (7.);4-4-2;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
11;dom 13/07/08;11:00;;São Paulo (9.);;Palmeiras (5.);3-5-2;Muricy Ramalho;22.235;2:1;;;Juvenal Juvêncio (2006-2014)
12;qua 16/07/08;16:45;;Vitória (4.);;São Paulo (7.);3-5-2;Muricy Ramalho;35.000;1:3;;;Juvenal Juvêncio (2006-2014)
13;dom 20/07/08;13:10;;São Paulo (6.);;Botafogo (12.);4-4-2;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
14;qua 23/07/08;16:45;;Internacional (7.);;São Paulo (5.);4-4-2;Muricy Ramalho;41.674;2:0;;;Juvenal Juvêncio (2006-2014)
15;dom 27/07/08;13:10;;São Paulo (6.);;Portuguesa (16.);4-4-2;Muricy Ramalho;;3:1;;;Juvenal Juvêncio (2006-2014)
16;qua 30/07/08;16:45;;Figueirense (10.);;São Paulo (5.);4-4-2;Muricy Ramalho;;1:1;;;Juvenal Juvêncio (2006-2014)
17;dom 03/08/08;11:00;;São Paulo (6.);;Vasco da Gama (12.);4-4-2;Muricy Ramalho;;4:0;;;Juvenal Juvêncio (2006-2014)
18;qua 06/08/08;16:50;;Fluminense (19.);;São Paulo (4.);4-4-2;Muricy Ramalho;;3:1;;;Juvenal Juvêncio (2006-2014)
19;sáb 09/08/08;13:10;;São Paulo (4.);;Goiás (13.);4-4-2;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
1ª eliminatória - jogos de ida;ter 12/08/08;20:10;;Atlético-PR;;São Paulo;3-5-2;Muricy Ramalho;16.837;0:0;;;Juvenal Juvêncio (2006-2014)
